OBJECTID;COD_ID;NOM;BARR;SUB;PAC;TEN_NOM;TEN_OPE;ATIP;RECONFIG;DIST;UNI_TR_S;ENE_01;ENE_02;ENE_03;ENE_04;ENE_05;ENE_06;ENE_07;ENE_08;ENE_09;ENE_10;ENE_11;ENE_12;PERD_A3a;PERD_A4;PERD_B;PERD_MED;PERD_A3a_B;PERD_A4_B;PERD_B_A3a;PERD_B_A4;PNTMT_01;PNTMT_02;PNTMT_03;PNTMT_04;PNTMT_05;PNTMT_06;PNTMT_07;PNTMT_08;PNTMT_09;PNTMT_10;PNTMT_11;PNTMT_12;PNTBT_01;PNTBT_02;PNTBT_03;PNTBT_04;PNTBT_05;PNTBT_06;PNTBT_07;PNTBT_08;PNTBT_09;PNTBT_10;PNTBT_11;PNTBT_12;DESCR;PERD_A3aA4;PERD_A4A3a
61;51696852;DST-L5;404168478;12873479;95230518920429022MT;49;1.029000000000000;0;0;6600;12876669;1057868.327731730000000;1234926.342315390000000;1340327.731137400000000;1296434.321628300000000;1204291.468635320000000;990225.525498270060000;1102418.796561189900000;1142084.172287609900000;1182057.012742040000000;1232056.582973690000000;1212519.040099690000000;1270100.790781430000000;0.000000000000000;19054.665000000001000;95847.990000000005000;15419.459999999999000;0.000000000000000;107022.509999999990000;0.000000000000000;0.000000000000000;1883.642084320000100;1056.949542730000100;1359.084620700000000;847.949839010000010;916.814968430000020;1188.791945219999900;1380.841051260000100;1723.641393390000100;1598.030977200000100;2314.683003130000100;1534.938474760000000;2191.585260119999900;145827.736752489990000;83728.930461480006000;111233.587970810000000;68857.425637330001000;76280.187181269997000;103911.644349070000000;116221.343921740000000;141963.947084220010000;129543.326689140000000;188900.439885970000000;105219.692542480000000;159491.702801040000000;SE DISTRITO INDUSTRIAL;0.000000000000000;0.000000000000000
62;106929189;BSA-L6;12874747;12873418;95863037921459554MT;49;1.029000000000000;0;0;6600;12874812;2114113.436574120100000;1965905.621916289900000;2061671.773015060000000;1786072.359880670000000;1747417.840361830100000;1604266.177019340000000;1656139.165443140100000;1702694.396759850000000;1761060.314418979900000;1803788.288185139900000;1948952.162872999900000;2032098.013262730100000;0.000000000000000;145499.234999999990000;397546.590000000030000;57937.004999999997000;0.000000000000000;579001.395000000020000;0.000000000000000;0.000000000000000;10126.605989930000000;5865.245003340000000;7311.817218049999600;4664.970147340000000;5081.343400349999700;6479.595183839999700;7868.764489719999800;8835.638182520000600;8130.868781719999800;10766.541595630000000;9980.705796300000700;15365.097597079999000;286508.330214880000000;163237.880329070000000;208365.508465490010000;121712.422036810010000;132919.819166630010000;182565.032787280010000;213270.102437250000000;269981.494821799980000;251671.563524650000000;372634.651610910020000;205630.335563589990000;311148.222203880020000;SE BESSA;0.000000000000000;0.000000000000000
63;120352233;ORT-L5;404237186;12873481;92537100918176000MT;49;1.029000000000000;0;0;6600;12909677;603342.406939720040000;518323.914915609990000;608726.069973320000000;606097.529853809970000;666071.790627200040000;493178.330376509980000;496568.752999530000000;524084.985067430010000;562003.289353679980000;663329.618283080050000;620000.351678409960000;735170.826151389980000;0.000000000000000;259607.250000000000000;169775.024999999990000;27970.845000000001000;0.000000000000000;169473.255000000000000;0.000000000000000;0.000000000000000;1113.992790650000000;566.388181359999980;657.057500089999960;421.747758540000010;698.541900710000050;1088.034381519999900;1167.384778760000000;1341.803533380000100;1439.966416140000100;1901.067104530000100;1353.832345869999900;2158.958006760000000;87517.415531449995000;51517.904112270000000;66187.149478530002000;40964.837413490000000;45644.614996279997000;62225.871354609997000;69116.934490689993000;85005.706501099994000;76106.846675389999000;115891.862025619990000;60317.806250640002000;99877.731491970000000;SE ORATORIO;0.000000000000000;0.000000000000000
64;120459583;ITA-L8;94875991;12873419;90440500918717900MT;49;1.029000000000000;0;0;6600;12876668;755637.101980860000000;581037.942460270020000;770888.348116309960000;683641.400107180000000;613129.131909930030000;617680.996757989980000;647285.295965850000000;673420.086913040020000;704125.053166880040000;783495.835666429950000;772396.887163519980000;805221.757656550030000;0.000000000000000;403836.405000000030000;227916.780000000000000;26203.695000000000000;0.000000000000000;253338.644999999990000;0.000000000000000;0.000000000000000;3448.313005749999800;1644.674859250000100;2422.158512600000000;845.948337530000000;1357.212105450000100;1688.248956129999900;2993.718766200000100;4158.429136380000300;3879.331154649999900;4997.474944069999800;2750.286675110000000;4481.934097960000100;89331.480594620007000;52429.128658430003000;67837.920101690004000;43084.025991969997000;47380.550165080000000;64159.743422480002000;70587.780994800007000;86947.829851429997000;81141.277039790002000;116988.937503830010000;67967.303814519997000;96327.754350949996000;SE ITABAIANA;0.000000000000000;0.000000000000000
65;137884650;CGD-01Y4;259791375;12873455;84147243919589116MT;49;1.029000000000000;0;0;6600; ;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;A linha deriva de SE de atendimento precário;0.000000000000000;0.000000000000000
66;17067245;BJC-L3;404104056;12873437;66596861929845754MT;49;1.029000000000000;0;0;6600;12874437;61235.074982639999000;54139.401241339998000;58214.402835389999000;57729.655144010001000;59695.601941469999000;55853.945231149999000;56378.223778799998000;58738.132617750001000;60299.958947079998000;69773.874708300005000;71926.483010700002000;71097.541383529999000;0.000000000000000;27931.259999999998000;38458.875000000000000;2856.420000000000100;0.000000000000000;25010.895000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;8020.617784549999700;4407.514933200000100;5689.825305620000100;3732.468104500000200;4288.890870739999600;6066.313391339999700;6890.004844719999700;8757.978042320000900;8158.045403539999800;11664.638399690000000;6993.342923809999800;9847.713851950000400;SE BREJO DO CRUZ;0.000000000000000;0.000000000000000
67;17067248;BJC-L5;20959014;12873437;66594207929846118MT;49;1.029000000000000;0;0;6600;12874437;310772.032717650000000;267550.359177110020000;287388.548061690000000;286745.500383200010000;302625.840698689980000;285993.653631300030000;309483.487040530020000;331427.468144920010000;341374.199587650020000;373206.334413670000000;377276.448153830020000;370804.850687330010000;0.000000000000000;112869.855000000000000;50611.680000000000000;10524.045000000000000;0.000000000000000;202454.804999999990000;0.000000000000000;0.000000000000000;1154.915910190000000;624.328044320000000;848.271402250000050;661.810201099999970;831.071673479999960;1133.846665600000100;1268.142873210000100;1678.006740930000000;1478.623698469999900;1981.901837500000100;1123.265817369999900;1689.485953469999900;34100.656567660000000;18078.974350889999000;23350.477123339999000;15430.040921170001000;17745.241878910001000;25200.072179670002000;31034.949258550001000;40558.801915420001000;38484.017383689999000;51371.589853160003000;30628.528270229999000;42529.038488220001000;SE BREJO DO CRUZ;0.000000000000000;0.000000000000000
68;17067254;BTF-L2;33832427;12873443;55287839919116254MT;49;1.029000000000000;0;0;6600; ;279637.222823110000000;241389.386946780000000;234985.504432660000000;251496.278164029990000;257965.763221680010000;247392.116725239990000;260573.530362950000000;280321.522906770000000;284625.015699170010000;299889.508455419970000;306607.454303019970000;221197.576483779990000;0.000000000000000;84863.100000000006000;75822.600000000006000;19665.029999999999000;0.000000000000000;180300.750000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;41612.019719860000000;21923.657286490001000;27421.712192710002000;17929.124236520001000;20816.591609730000000;29282.708229250002000;34358.833500799999000;43955.696903980002000;41574.265000669999000;54700.316322309998000;33290.012541949996000;45657.769209979997000;A linha deriva de SE de atendimento precário;0.000000000000000;0.000000000000000
69;17067266;CJZ-L2;12875486;164370026;17067266;49;1.029000000000000;0;0;6600;211896022;2328571.632484669800000;2033440.979814860000000;2077179.241600449900000;1869829.155012029900000;1886300.806421550000000;1671140.380720610000000;1751964.029762659900000;1845731.117549590100000;2072799.219378039900000;33872.735963339997000;17827.257811870000000;10671.638074580000000;0.000000000000000;513439.710000000020000;621877.724999999980000;69088.320000000007000;0.000000000000000;517498.380000000000000;0.000000000000000;0.000000000000000;9709.746725130000400;5049.634457340000200;6260.723649769999600;3065.044427679999900;2954.143740489999800;3338.669633959999800;3592.874031460000000;4819.445934530000200;7825.497072100000000;0.000000000000000;0.000000000000000;0.000000000000000;324139.527209080000000;175401.165234070010000;214305.980146710000000;133627.672778509990000;151783.302128279990000;206896.072758019990000;243548.239113980000000;312777.615981750020000;300575.281757940010000;5803.728747989999600;1818.800136480000000;1474.978925579999900;Atendimento Precário;0.000000000000000;0.000000000000000
70;17067269;CJZ-L4;12875515;12873431;54960700923813800MT;49;1.029000000000000;0;0;6600;207357388;1842080.777204360100000;1609684.454418720000000;1684492.003938880100000;1630281.728708880000000;1646984.257864069900000;1492171.174245419900000;1541868.228804789900000;1660696.173705860000000;1773246.158987049900000;2361700.455835090000000;2329062.226990010100000;2361243.317633400200000;0.000000000000000;1306541.669999999900000;314157.270000000020000;87192.839999999997000;0.000000000000000;713604.255000000000000;0.000000000000000;0.000000000000000;84.596272700000000;106.011059980000000;124.218345050000000;17.228610799999998;15.106138809999999;21.388886329999998;29.554045030000001;59.919289079999999;40.357647530000001;49.606272030000000;34.415883890000003;78.596791280000005;294079.997333640000000;158318.252392360010000;196986.273979930000000;126568.278599130000000;142183.466506780010000;196443.947288500000000;227296.573539709990000;300049.703025650000000;288733.511523740020000;377948.220333129980000;224206.664926100000000;305526.945596469970000;SE CAJAZEIRAS;0.000000000000000;0.000000000000000
71;17067275;CJZ-L6;404138471;12873431;54960000923814300MT;49;1.029000000000000;0;0;6600;211896022;297238.763685690010000;251385.246541730010000;266576.749150089980000;265484.491433569990000;274920.891677960000000;251147.687301939990000;267256.762526640030000;285576.201134770000000;307227.325048009980000;406697.439061479990000;355087.937685079990000;386433.870861540020000;0.000000000000000;183040.935000000000000;46491.269999999997000;18619.230000000000000;0.000000000000000;274139.880000000000000;0.000000000000000;0.000000000000000;42.429090330000001;33.133274929999999;61.340249059999998;59.574102959999998;77.807253009999997;125.239884000000000;160.489687580000010;208.669971780000000;192.488281050000010;230.390503870000000;169.244585089999990;238.934245500000000;47828.845041220004000;24877.723845080000000;31294.594015189999000;20612.090307769999000;23719.432152620000000;32953.713775290002000;39229.615197460000000;51315.457528730003000;49744.268671110003000;64913.091683090002000;33569.394108820001000;49472.617879990001000;SE CAJAZEIRAS;0.000000000000000;0.000000000000000
72;17067277;CJZ-L7;12875515;12873431;54961200923813500MT;49;1.029000000000000;0;0;6600;207357388;752772.061367169950000;644865.398708730000000;693065.725313619940000;656655.514065759950000;681487.279573219940000;630095.895938339990000;660154.865868389960000;697794.424982739960000;735857.639729739980000;1090781.013329749900000;920325.456507390020000;1065790.439892210100000;0.000000000000000;440557.530000000030000;145460.595000000000000;36545.565000000002000;0.000000000000000;330519.104999999980000;0.000000000000000;0.000000000000000;493.958421999999980;234.188068859999990;282.815010040000000;187.552462480000000;203.932873970000000;304.334980400000010;366.401573059999980;374.866957329999990;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;115062.821678400000000;60825.469221480002000;78007.477198399996000;48925.034881929998000;56587.128506859997000;79667.492083560006000;93393.735760480005000;121597.786810730000000;117628.263851369990000;172841.116588840000000;86861.531158829996000;136450.756584010000000;SE CAJAZEIRAS;0.000000000000000;0.000000000000000
73;17067287;CRM-L1;12912451;12912329;61680177922371607MT;49;1.029000000000000;0;0;6600;12912497;554552.859551329980000;499850.523771599980000;476983.146246290010000;445001.279254679980000;472656.074577879980000;448681.829659149980000;513922.243789940020000;575415.172885700010000;595776.480696160000000;1505355.498450459900000;1343360.558131830100000;1451994.599270629900000;0.000000000000000;70905.134999999995000;246899.204999999990000;24491.355000000000000;0.000000000000000;359026.815000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.057824210000000;2.157946490000000;1.609050210000000;1.914862670000000;4.507575220000000;6.858533660000000;50.777121649999998;0.173506650000000;385.243137620000030;241.682063250000000;352.918762800000020;59355.843619020001000;32957.271052290002000;40168.474413229997000;24478.442835739999000;28152.655708340000000;39947.398263360003000;47604.726099469997000;62232.135880039998000;59149.059836490000000;183541.126440780000000;112024.029915880000000;152437.982882090000000;SE COREMAS;0.000000000000000;0.000000000000000
74;17067289;CRM-L3;404121225;12912329;61680802922370590MT;49;1.029000000000000;0;0;6600;12912497;1265492.593694479900000;1135582.361421080100000;1114126.714867190000000;1070083.566437940100000;1098079.050528229900000;1040195.827825340000000;1192879.930329510000000;1323888.022751550000000;1383434.015361239900000;1576608.563728050100000;1264191.295940310000000;1452766.753838750100000;0.000000000000000;1137856.544999999900000;452991.840000000030000;42081.059999999998000;0.000000000000000;572394.270000000020000;0.000000000000000;0.000000000000000;2254.700193740000000;1255.826291249999900;1550.844210479999900;1054.281094819999900;761.711092450000020;826.712863989999960;857.566108370000050;1047.578111330000000;1014.458699860000000;1452.722209549999900;923.335393609999980;1421.298365659999900;120137.486068629990000;66117.074611439995000;83927.003886430000000;53394.052494550000000;60711.141853189998000;86829.831813750003000;104029.249907580000000;135649.582659520010000;129902.074696109990000;177072.769421270000000;95839.157244700007000;138963.029131249990000;SE COREMAS;0.000000000000000;0.000000000000000
75;17067295;CTR-L2;12876300;12873425;63895719929815901MT;49;1.029000000000000;0;0;6600;12876369;1838317.299653310100000;1722487.452058590000000;1688792.356968620100000;1542228.957677959900000;1617704.256551810100000;1487369.255020050100000;1518281.262640140000000;1642452.436672060100000;1730587.417082630100000;2348890.181652269800000;2294690.878295570100000;2265420.920470499900000;0.000000000000000;133157.220000000000000;421173.900000000020000;54648.614999999998000;0.000000000000000;510717.479999999980000;0.000000000000000;0.000000000000000;6434.063806809999700;4093.453245810000200;5237.013678319999600;2683.091228039999800;3970.489015059999900;5280.963172460000400;6355.460213420000400;7433.343974579999700;6271.432680830000200;10849.633252760001000;5836.550956619999900;7126.313555650000100;226692.692630080010000;127263.687802260000000;153171.844955329990000;94768.042928330004000;108640.592020840010000;149625.438264089990000;174049.465476980000000;223584.112285009990000;212134.640028049990000;345738.616208310010000;194696.213157860010000;288947.713964789990000;SE CATOLE DO ROCHA;0.000000000000000;0.000000000000000
76;17067298;CTR-L4;12876300;12873425;63895111929815468MT;49;1.029000000000000;0;0;6600;12876369;1268171.960127660100000;1143484.369860959900000;1164817.415713330000000;1143781.987963479900000;1132108.096621929900000;1038324.883944360000000;1042471.685329800000000;1126779.690715830100000;1208085.411574109900000;1474239.239442860000000;1460888.308363270000000;1471694.714274490000000;0.000000000000000;263124.330000000020000;359226.210000000020000;43418.760000000002000;0.000000000000000;395636.010000000010000;0.000000000000000;0.000000000000000;3158.937442920000200;1821.867527319999900;2330.234952939999900;1735.694236920000100;1716.759485450000100;2485.058625040000200;2627.628944680000100;3107.422712260000000;2840.512120680000000;4266.001215160000400;2379.569914239999900;3682.853939959999900;161526.932788920010000;88287.114009159995000;111142.733861229990000;70779.954108299993000;80040.930412489994000;109070.757003820010000;127139.408474480010000;161940.225988030000000;154506.015965169990000;231802.607047360010000;131533.832105949990000;193372.449558869990000;SE CATOLE DO ROCHA;0.000000000000000;0.000000000000000
77;51696855;ILB-L2;12877244;12873416;95265379920976990MT;49;1.029000000000000;0;0;6600;12877470;782944.038700310050000;707317.737715550000000;761666.381200540000000;702285.520001429950000;668754.036886970050000;633572.418188330020000;642109.276691920010000;624132.008245449980000;624259.740669160030000;699299.407094720050000;712544.020577220010000;689744.962728579990000;0.000000000000000;25582.305000000000000;166197.359999999990000;26146.049999999999000;0.000000000000000;168219.345000000000000;0.000000000000000;0.000000000000000;482.139825079999980;261.673845500000030;330.314636790000010;173.561574670000000;201.805248790000010;262.293739640000010;341.336750059999990;464.688752410000010;407.046608380000010;592.511683690000040;367.036449590000020;477.485092010000020;109484.419422480000000;63311.272380930001000;81830.423937760002000;51173.015461139999000;57155.639492499999000;77646.732310459993000;88335.995477670003000;107179.673850860000000;98100.799756139997000;140145.341803619990000;80521.454143969997000;113234.325273300000000;SE ILHA DO BISPO;0.000000000000000;0.000000000000000
78;51696823;CBD-L1;12875082;12873420;95987965922119949MT;49;1.029000000000000;0;0;6600;499963325;303853.744446419990000;280643.852610990000000;278173.253314020000000;252120.320303660000000;266839.848957750010000;243907.943769390000000;236414.555775790010000;229225.795207249990000;226358.295903660010000;256161.462173100010000;255853.475369889990000;251129.186554810000000;0.000000000000000;861207.060000000060000;33933.900000000001000;5292.524999999999600;0.000000000000000;69746.039999999994000;0.000000000000000;0.000000000000000;3161.130922119999900;1764.390258070000100;2154.870795689999800;1525.772051980000000;1889.182230429999900;2531.519057189999800;2365.944710499999900;2451.586475659999900;2278.211759029999900;3123.905466650000100;1871.537755359999900;2762.351324410000000;32755.136203580001000;18257.235014080001000;22721.849910149998000;13649.452160560000000;15823.988108100000000;21246.060965159999000;24168.534291929998000;30574.839763910000000;27031.083698970000000;37659.343185170001000;20636.132209550000000;27954.323354029999000;SE CABEDELO;0.000000000000000;0.000000000000000
79;51696825;CBD-L3;12875082;12873420;95987964922119432MT;49;1.029000000000000;0;0;6600;12875251;5049677.659565580100000;4387584.117637019600000;4431515.151035970100000;4072535.066046750200000;4175076.900728980100000;3952118.335515260200000;3918841.338972100100000;4138858.222505540100000;4031492.107717790200000;4286330.578734169700000;4211479.052040260300000;4201690.491791349800000;0.000000000000000;237616.679999999990000;356408.114999999990000;71205.434999999998000;0.000000000000000;597454.199999999950000;0.000000000000000;0.000000000000000;76442.226545149999000;41109.913300790002000;57860.076672509997000;42786.038331520002000;49133.971787579998000;67606.852175289998000;70153.197365789994000;92630.535564389997000;80720.361457530002000;95822.782129159998000;51619.125979700002000;70499.749843769998000;417347.772896240000000;210878.013945270010000;238237.923571400000000;140135.233511210010000;157737.570133470000000;213093.183177050000000;236898.534146939990000;296190.305906790020000;271948.155178520010000;395612.332341890030000;232706.412349580000000;350644.697445570030000;SE CABEDELO;0.000000000000000;0.000000000000000
80;51696827;CBD-L5;12875082;12873420;95987964922118230MT;49;1.029000000000000;0;0;6600;12875251;1219349.182892820100000;1152820.825296920000000;1203581.021066060100000;1124862.948796249900000;1145024.649578610000000;1066993.374165260000000;1105839.456290470000000;1090997.877922840000000;1084113.321415150100000;1227415.452924320000000;1260974.185063740000000;1305857.870246980100000;0.000000000000000;123448.395000000000000;332410.364999999990000;41100.044999999998000;0.000000000000000;377166.614999999990000;0.000000000000000;0.000000000000000;3565.549558589999800;2247.954889480000000;2539.332526579999900;1416.297769889999900;2532.810125120000100;4237.238549949999700;5545.124461829999700;6203.455807590000400;5382.731603190000000;7165.780293990000200;4457.055899639999600;5351.674688310000400;181739.795116660010000;103264.787881820000000;134665.348312799990000;85419.280661240002000;93866.362197430004000;127297.625368800000000;142761.541182349990000;174620.796206380010000;158816.585431649990000;223549.407958930010000;127257.547138259990000;192893.050585149990000;SE CABEDELO;0.000000000000000;0.000000000000000
81;51696830;CDE-L1;12875335;12873482;94886400919526000MT;49;1.029000000000000;0;0;6600;211896113;1108432.115845150100000;862617.887505559950000;800693.818946599960000;659216.082635340050000;604971.914042719990000;536626.083587590020000;529068.108556790040000;591571.979781150000000;856475.826121979980000;1289404.480521680100000;1261487.203829220000000;1370999.915499470000000;0.000000000000000;210563.010000000010000;159756.450000000010000;32593.259999999998000;0.000000000000000;625726.920000000040000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;182253.234882330000000;93348.594843560000000;100784.116991439990000;52241.776111330000000;53264.363897730000000;73164.723130049999000;82317.759859550002000;111393.177510440000000;139702.453045509990000;230437.180258240000000;139519.522948730010000;207592.084784540000000;SE CONDE;0.000000000000000;0.000000000000000
82;51696832;CDE-L3;390243090;12873482;94886400919525100MT;49;1.029000000000000;0;0;6600;211896113;400461.995177669970000;337087.342400920000000;358241.809557310010000;334856.800261010010000;334357.182130099970000;303610.649140200000000;303219.073903220010000;307883.847693680030000;352891.766663410000000;460403.658171819990000;421978.336354080010000;446046.808615270010000;0.000000000000000;65416.154999999999000;117572.910000000000000;18234.615000000002000;0.000000000000000;220238.760000000010000;0.000000000000000;0.000000000000000;1531.081224920000100;817.422371389999970;849.635621290000020;379.480756639999980;414.057137230000020;576.321479820000040;890.268843850000050;1085.822845109999900;1200.457832079999900;1619.366120590000000;860.247895470000000;1208.473590829999900;57385.216522820003000;31961.667502420001000;41012.377318140003000;25340.451122420000000;28244.381153009999000;39612.259971749998000;43657.470526160003000;53368.118673990000000;51597.028539339997000;73507.514489950001000;42111.509588720000000;61314.573926520003000;SE CONDE;0.000000000000000;0.000000000000000
83;51696834;CDE-L5;12875335;12873482;94886400919526400MT;49;1.029000000000000;0;0;6600;211896113;326463.894588119990000;294307.420397409990000;314455.383670169980000;289045.793255620000000;295687.910801909980000;285151.461538159990000;309234.842371309990000;313133.739192969980000;318036.858590550020000;386715.869469219990000;310465.620935340000000;298534.158811669970000;0.000000000000000;66936.764999999999000;28250.775000000001000;2196.074999999999800;0.000000000000000;117409.110000000000000;0.000000000000000;0.000000000000000;5317.288244030000000;3174.761400030000000;4357.414845999999700;2982.963244319999800;3234.607292360000000;4499.237676830000100;5148.857092209999800;6282.573648290000200;5495.163914460000300;7376.226957769999900;3749.317119710000000;4626.475514120000300;23960.268753860000000;13802.435781660000000;16475.803261879999000;9767.914953859999500;11498.054269320000000;17165.441951600002000;21639.664150519999000;26447.238537990001000;22913.582380330001000;28210.930230300000000;14230.989965180001000;21213.558701679998000;SE CONDE;0.000000000000000;0.000000000000000
84;420636020;CDE-L7;12875335;12873482;94886456919526830MT;49;1.029000000000000;1;0;6600;211896113;-1921054.653706470000000;-1398114.898095340000000;-1892667.021302100000000;-1716929.059315630000000;-1189586.590462059900000;-372530.249310080020000;-1211895.271356819900000;-1534590.936348089900000;-1870666.598821300100000;-2238365.367130240000000;-2374137.881116060100000;-2412608.365887620000000;0.000000000000000;0.000000000000000;0.000000000000000;9.765000000000001;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;18202.243444399999000;13340.123391929999000;15264.222091719999000;4575.000693430000000;6471.533696170000400;10401.156162150000000;12536.339570120001000;15003.972830200000000;15156.986001249999000;2834.927053760000000;1600.189399130000100;1918.566845130000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;SE CONDE;0.000000000000000;0.000000000000000
85;17067263;CJZ-L1;12875515;12873431;54961800923813100MT;49;1.029000000000000;0;0;6600;207357388;4187433.307484719900000;3753544.905223419900000;3887494.198758160200000;2809277.123760430100000;3193822.751671540100000;3274240.930390080000000;3710373.166854959900000;3887901.154380760200000;4124333.863331940000000;5895043.217698579700000;5148603.888961490200000;5703563.581270629500000;0.000000000000000;471599.835000000020000;745185.525000000020000;87364.410000000003000;0.000000000000000;788085.165000000040000;0.000000000000000;0.000000000000000;42262.909727029997000;23143.062481870002000;30271.375707380001000;7444.525897829999800;14272.875685409999000;30089.154646809999000;41152.043672189997000;50935.700159309999000;46036.693797139997000;65490.734620249998000;35172.237593739999000;52865.045293759998000;445621.202008450000000;245937.890700549990000;303128.980225560020000;188452.973833269990000;214634.012611529990000;288705.657088770010000;337249.347465260010000;442515.354597679980000;438328.151548400000000;602901.087031090050000;316201.333726210000000;482580.308873309990000;SE CAJAZEIRAS;0.000000000000000;0.000000000000000
86;17067267;CJZ-L3;12875515;12873431;54961500923813300MT;49;1.029000000000000;0;0;6600;207357388;1445739.450793480000000;1299975.298441479900000;1329950.160209560100000;1065090.525670209900000;1196568.951090570100000;1201797.350188720000000;1301384.543331340000000;1377039.521763569900000;1450372.598097430100000;1904941.931867270000000;1727320.101198039900000;1828495.758190749900000;0.000000000000000;271841.955000000020000;383626.215000000030000;40279.050000000003000;0.000000000000000;642943.035000000030000;0.000000000000000;0.000000000000000;13567.127233720001000;7980.975188929999600;9827.511549180000700;3955.967680880000000;6322.025474430000000;11144.346308869999000;12904.767528120001000;15500.163967910001000;13831.395170890000000;17749.372852960001000;9562.219589649999800;13300.264040370001000;161953.626154759990000;86601.136792599995000;108177.699591770000000;67442.658008920000000;77163.200228879999000;107491.883274459990000;129014.099608189990000;173646.521223230000000;169486.638385030000000;216894.348639850010000;119823.328822120010000;176026.343958090000000;SE CAJAZEIRAS;0.000000000000000;0.000000000000000
87;17067272;CJZ-L5;404138471;12873431;54960512923814029MT;49;1.029000000000000;0;0;6600;211896022;742203.206980369990000;629436.216850179950000;690148.321029379960000;659072.661349319970000;742592.661700909960000;673504.181214720010000;710748.570201340020000;773386.602084620040000;803114.311216520030000;1115967.911785820000000;937111.096579810020000;1038838.205482230100000;0.000000000000000;495277.125000000000000;67003.440000000002000;30319.064999999999000;0.000000000000000;334283.880000000000000;0.000000000000000;0.000000000000000;6726.811434700000100;3651.098004630000100;5205.934288080000400;3549.270428589999900;5119.747034940000000;6207.137303999999900;6178.229468690000400;8062.058447790000200;7085.525897589999700;8330.629522889999900;4431.492656409999700;6741.917736440000200;83493.219605870006000;42533.887258800001000;54809.579495739999000;36298.604156339999000;41783.015280660002000;59812.099871949998000;74567.604683400001000;100251.567599690000000;96220.844474480007000;138063.690950790010000;68569.260356440005000;103552.849642420000000;SE CAJAZEIRAS;0.000000000000000;0.000000000000000
88;51696837;CPX-L1;403490154;12873414;95676051921112415MT;49;1.029000000000000;0;0;6600;478519228;2043643.638152160000000;1882511.088595490000000;2078885.772320210000000;1603956.373132769900000;1663009.324931540100000;1540174.265312959900000;1576860.587117030100000;1607876.461080279900000;1685007.862849860000000;1838148.903170370000000;1892860.500812760100000;1929953.248546459900000;0.000000000000000;94247.580000000002000;339630.794999999980000;41377.349999999999000;0.000000000000000;346310.370000000000000;0.000000000000000;0.000000000000000;24644.000797690001000;13442.144581110000000;17842.273635199999000;10049.852906480000000;12477.436620630000000;16131.551098989999000;18185.869619300000000;22628.388104239999000;22957.116400660001000;35244.265991029999000;21536.460486939999000;32007.642261820001000;191689.949597489990000;112475.838065490000000;141470.945309270000000;85869.728600520000000;92803.737447659994000;124937.538075440000000;137639.016756680010000;170713.627908710010000;158125.320454789990000;222291.959992630000000;121880.380496670000000;193034.219507120000000;SE CRUZ DO PEIXE;0.000000000000000;0.000000000000000
