OBJECTID,COD_ID,DIST,FAS_CON,SIT_ATIV,TIP_UNID,PAC_1,PAC_2,CTMT,UNI_TR_S,SUB,CONJ,MUN,DAT_CON,BANC,POS,DESCR
"103","255913822","6600",ABC,AT,"13",62787918924001144MT,62787829924001099MT,"17067350","12909835","12873429","13720","2503753",11/07/2017,"1",PD, 
"104","259885777","6600",ABC,AT,"13",93078030927161661MT,93077939927161701MT,"51696887","12875414","12912337","15806","2509305",06/07/2016,"1",PD, 
"105","271977701","6600",ABC,AT,"14",85012015927113574MT,85011916927113573MT,"26260933","100660148","12912332","13685","2503506",22/05/2017,"1",PD, 
"106","272042079","6600",ABC,AT,"14",85818374921894579MT,85818280921894550MT,"26260917","12874110","12873458","13684","2500403",07/08/2017,"1",PD, 
"107","292794978","6600",ABC,AT,"14",57506922923602731MT,57506901923602634MT,"17067411","12913378","12912331","13732","2510006",01/01/1920,"1",PD, 
"108","303637344","6600",ABC,AT,"13",96275211919569952MT,96275197919569853MT,"337796098","12910319","12873480","13694","2504603",01/01/1920,"1",PD, 
"109","315016444","6600",ABC,AT,"13",57911407925659097MT,57911308925659110MT,"17067438","12911922","12873440","13739","2516201",11/07/2017,"1",PD, 
"110","316808106","6600",ABC,AT,"13",59780953918712969MT,59781006918712884MT,"17067317","12907810","12873433","13707","2507002",01/01/1920,"1",PD, 
"111","317043231","6600",ABC,AT,"13",95410059923336270MT,95410139923336330MT,"51696883","12908796","12873485","13712","2508604",01/01/1920,"1",PD, 
"112","46741315","6600",ABC,AT,"13",94905942922957066MT,94905872922956994MT,"51696882","12908796","12873485","13712","2513703",01/01/1920,"1",PD, 
"113","46741316","6600",ABC,AT,"13",90390475919008195MT,90390438919008288MT,"51696864","12876668","12873419","13706","2506905",01/01/1920,"1",PD, 
"114","46741317","6600",ABC,AT,"13",89835651920563595MT,89835630920563693MT,"120459583","12876668","12873419","13706","2506400",01/01/1920,"1",PD, 
"115","46741318","6600",ABC,AT,"13",90084097919737873MT,90084063919737967MT,"51696864","12876668","12873419","13706","2514453",01/01/1920,"1",PD, 
"116","46741319","6600",ABC,AT,"13",88662326918340431MT,88662250918340366MT,"51696861","12876668","12873419","13706","2513109",01/01/1920,"1",PD, 
"117","46741320","6600",ABC,AT,"13",95754159918216065MT,95754256918216075MT,"51696901","12909197","12873486","13717","2511905",01/01/1920,"1",PD, 
"118","46741321","6600",ABC,AT,"13",92269424924407494MT,92269331924407533MT,"210952743","12910813","12873487","13730","2508901",01/01/1920,"1",PD, 
"119","46741322","6600",ABC,AT,"13",92729417924504151MT,92729340924504216MT,"51696923","12910814","12873487","13730","2508901",01/01/1920,"1",PD, 
"120","46741323","6600",ABC,AT,"14",91571962926021670MT,91571974926021571MT,"51696867","12907964","12873449","15801","2507309",01/01/1920,"1",PD, 
"121","46741324","6600",ABC,AT,"14",96235319919429358MT,96235412919429321MT,"51696830","211896113","12873482","13694","2504603",01/01/1920,"1",PD, 
"122","46741325","6600",ABC,AT,"14",93634604924872476MT,93634698924872511MT,"51696925","12910813","12873487","13730","2512903",01/01/1920,"1",PD, 
"123","451153433","6600",ABC,AT,"14",96191198920628674MT,MGB451153433,"20008992","12908999","12873488","15808","2507507",19/12/2019,"1",PD, 
"124","96903295","6600",ABC,AT,"14",96903361CPX,95674859921113320MT,"233117032","478519228","12873414","13696","2507507",01/01/1920,"1",PD, 
"125","14088638","6600",ABC,AT,"14",79237312927947414MT,PCI14088638,"26260924","12913163","12912334","13721","2511400",01/01/1920,"1",PD, 
"126","24396495","6600",ABC,AT,"13",80438878926572950MT,80438843926572857MT,"26260923","12913163","12912334","13721","2501534",01/01/1920,"1",PD, 
"127","24396496","6600",ABC,AT,"13",81395665916587865MT,81395583916587923MT,"26260878","12874661","12873460","13689","2502508",01/01/1920,"1",PD, 
"128","24396497","6600",ABC,AT,"13",89088964924092751MT,89089064924092751MT,"26260948","12874110","12873454","15805","2506301",01/01/1920,"1",PD, 
"129","24396498","6600",ABC,AT,"13",85506201924625395MT,85506108924625432MT,"147657780","12874110","12873448","16189","2504157",01/01/1920,"1",PD, 
"130","24396499","6600",ABC,AT,"13",72033492912918598MT,72033591912918605MT,"26260955","12913075","12912333","13716","2509701",01/01/1920,"1",PD, 
"131","24396501","6600",ABC,AT,"14",87327150919528133MT,87327182919528039MT,"26260975","281690694","12873447","13729","2506806",01/01/1920,"1",PD, 
"132","24396502","6600",ABC,AT,"13",89199222923979190MT,89199310923979144MT,"26260947","12874110","12873454","15805","2506301",01/01/1920,"1",PD, 
"133","24396504","6600",ABC,AT,"13",88136498924452103MT,88136577924452166MT,"26260876","29916767","12873452","16190","2511707",01/01/1920,"1",PD, 
"134","24396505","6600",ABC,DS,"13",86824620927477902MT,86824691927477973MT,"26260931","100660148","12912332","13685","2512747",01/01/1920,"1",PD, 
"135","24396506","6600",ABC,AT,"13",82253060917037198MT,82253147917037149MT,"26260879","12874661","12873460","13689","2502508",01/01/1920,"1",PD, 
"136","24396508","6600",ABC,AT,"13",73046681915326073MT,73046588915326108MT,"26260961","12911166","12873446","13735","2516300",01/01/1920,"1",PD, 
"137","24396511","6600",ABC,AT,"13",74069889920413445MT,74069854920413381MT,"139962991","12908668","12873453","16188","2516508",01/01/1920,"1",PD, 
"138","24396512","6600",ABC,AT,"13",87369814922104710MT,87369903922104666MT,"26260916","12874110","12873458","13684","2500304",01/01/1920,"1",PD, 
"139","24396513","6600",ABC,AT,"13",88262524925625587MT,88262479925625676MT,"26260938","12874110","12873448","16189","2501906",01/01/1920,"1",PD, 
"140","24396515","6600",ABC,AT,"13",89898700924142676MT,89898799924142667MT,"26260947","12874110","12873454","15805","2506301",01/01/1920,"1",PD, 
"141","24396516","6600",ABC,AT,"13",85295299922752020MT,85295260922752112MT,"26260911","12876823","12873459","13702","2512705",01/01/1920,"1",PD, 
"142","24396518","6600",ABC,AT,"13",88506943926759159MT,88507042926759142MT,"26260969","100660148","12873456","15804","2516409",01/01/1920,"1",PD, 
"143","24396519","6600",ABC,AT,"13",88371034926781132MT,88371133926781119MT,"26260907","100660148","12873456","15804","2501500",01/01/1920,"1",PD, 
"144","24396520","6600",ABC,AT,"13",86845573919023573MT,86845573919023474MT,"26260881","281690694","12873447","13729","2506806",01/01/1920,"1",PD, 
"145","24396521","6600",ABC,AT,"13",72899226912783731MT,72899315912783684MT,"26260955","12913075","12912333","13716","2503902",01/01/1920,"1",PD, 
"146","24396522","6600",ABC,AT,"13",77646804919098989MT,77646844919099080MT,"26260921","12911066","12873451","13733","2506509",01/01/1920,"1",PD, 
"147","24396523","6600",ABC,AT,"13",70945530911385363MT,70945531911385264MT,"26260939","12913075","12912333","13716","2509701",01/01/1920,"1",PD, 
"148","16932937","6600",ABC,AT,"13",62068065927159801MT,62067975927159757MT,"17067325","12908379","12873430","13709","2508109",01/01/1920,"1",PD, 
"149","16932938","6600",ABC,AT,"14",63626691927500031MT,63626786927500062MT,"17067326","12908379","12873430","13709","2509370",01/01/1920,"1",PD, 
"150","16932939","6600",ABC,AT,"14",68671775920873065MT,68671748920872968MT,"17067328","12908513","12873438","13710","2514602",01/01/1920,"1",PD, 
"151","16932940","6600",ABC,AT,"14",67344058919922593MT,67343976919922536MT,"17067328","12908513","12873438","13710","2508703",01/01/1920,"1",PD, 
"152","16932941","6600",ABC,AT,"14",65822146925087459MT,65822115925087554MT,"17067341","12912951","12912330","13715","2505501",01/01/1920,"1",PD, 
"153","16932942","6600",A,AT,"13",65340065923540699MT,65339966923540711MT,"17067343","12912951","12912330","13715","2504504",01/01/1920,"0",PD, 
"154","16932943","6600",ABC,AT,"13",60511251920571071MT,60511152920571070MT,"17067361","12909972","12873432","13723","2511301",01/01/1920,"1",PD, 
"155","16932944","6600",ABC,AT,"13",59693031920709353MT,59692932920709335MT,"17067361","12909972","12873432","13723","2502607",01/01/1920,"1",PD, 
"156","16932945","6600",ABC,AT,"13",61499067919459524MT,61499022919459435MT,"17067364","12909972","12873432","13723","2511301",01/01/1920,"1",PD, 
"157","16932946","6600",ABC,AT,"13",63462750920283613MT,63462849920283600MT,"17067368","12909972","12873432","13723","2510402",01/01/1920,"1",PD, 
"158","16932947","6600",ABC,AT,"13",62302896915467403MT,62302969915467471MT,"17067378","12910196","12873434","13727","2516607",01/01/1920,"1",PD, 
"159","16932948","6600",ABC,AT,"13",62762865916167217MT,62762906916167308MT,"17067380","12910196","12873434","13727","2508000",01/01/1920,"1",PD, 
"160","16932949","6600",ABC,AT,"14",59721660914794602MT,59721561914794613MT,"17067383","12910196","12873434","13727","2514552",01/01/1920,"1",PD, 
"161","16932950","6600",ABC,AT,"14",69839375922343575MT,69839474922343556MT,"17067389","12910486","12873439","13728","2510808",01/01/1920,"1",PD, 
"162","16932951","6600",ABC,AT,"13",70338641921329428MT,70338647921329329MT,"17067389","12910486","12873439","13728","2503407",01/01/1920,"1",PD, 
"163","12874439","6600",ABC,AT,"14",66595315929845765MT,BJC12874439,"17067246","12874437","12873437","13687","2502805",01/01/1920,"1",PD, 
"164","24396527","6600",ABC,AT,"13",76653074917828590MT,76652989917828537MT,"26260920","12911066","12873451","13733","2514008",01/01/1920,"1",PD, 
"165","24396528","6600",ABC,AT,"13",77296554916300566MT,77296567916300467MT,"26260882","12911066","12873451","13733","2514008",01/01/1920,"1",PD, 
"166","24396529","6600",ABC,AT,"13",80733497915054607MT,80733429915054534MT,"197197666","12874661","12873460","13689","2501708",01/01/1920,"1",PD, 
"167","16932954","6600",ABC,AT,"13",59125424923247638MT,59125523923247627MT,"17067411","12913378","12912331","13732","2514206",01/01/1920,"1",PD, 
"168","16932955","6600",ABC,AT,"13",72004222923584491MT,72004125923584466MT,"17067420","12874318","12912327","13734","2513406",01/01/1920,"1",PD, 
"169","16932956","6600",ABC,AT,"13",73978453924750642MT,73978520924750717MT,"17067427","12874318","12912327","13734","2514701",01/01/1920,"1",PD, 
"170","385459535","6600",ABC,AT,"14",83286792916539884MT,83286877916539831MT,"26260879","12874661","12873460","13689","2501575",01/01/1920,"1",PD, 
"171","482890358","6600",A,AT,"13",77093619914689429MT,77093541914689492MT,"26260882","12911066","12873451","13733","2504074",01/01/1920,"0",PD, 
"172","24396503","6600",ABC,AT,"13",89495085923039288MT,89495143923039207MT,"26260952","12874110","12873454","15805","2509800",01/01/1920,"1",PD, 
"173","169582950","6600",ABC,AT,"13",74131618914540178MT,74131701914540123MT,"26260962","12911166","12873446","13735","2516300",01/01/1920,"1",PD, 
"174","24396532","6600",ABC,AT,"13",88320148923628034MT,88320246923628013MT,"26260965","29916767","12873452","16190","2505204",01/01/1920,"1",PD, 
"175","387477704","6600",ABC,AT,"14",87644873920235563MT,87644890920235662MT,"26260976","281690694","12873447","13729","2506806",05/07/2019,"1",PD, 
"176","16932936","6600",ABC,AT,"13",57748591919792126MT,57748497919792161MT,"17067321","12907810","12873433","13707","2514305",01/01/1920,"1",PD, 
"177","16932919","6600",ABC,AT,"13",66377076930395140MT,66377051930395237MT,"17067246","12874437","12873437","13687","2502805",01/01/1920,"1",PD, 
"178","128722584","6600",ABC,AT,"13",85955863924607191MT,85955818924607102MT,"147657780","12874110","12873448","16189","2516003",01/01/1920,"1",PD, 
"179","24396524","6600",ABC,AT,"13",70875814910203033MT,70875807910202934MT,"26260939","12913075","12912333","13716","2517407",01/01/1920,"1",PD, 
"180","24396489","6600",ABC,AT,"13",81052462928504986MT,81052376928505038MT,"26260970","12912606","12912335","13698","2510105",01/01/1920,"1",PD, 
"181","12912801","6600",ABC,AT,"14",93599684926949568MT,MAA12912801,"384872401","12875414","12912337","15806","2509305",01/01/1920,"1",PD, 
"182","12912954","6600",ABC,AT,"14",66283293923657407MT,MLT12912954,"17067341","12912951","12912330","13715","2508802",01/01/1920,"1",PD, 
"183","12913255","6600",ABC,AT,"14",77998223925265139MT,PLV12913255,"26260927","12913257","12912336","13726","2511103",01/01/1920,"1",PD, 
"184","12913510","6600",ABC,AT,"14",72851668923933244MT,SLZ12913510,"17067420","12874318","12912327","13734","2513406",01/01/1920,"1",PD, 
"185","12913591","6600",ABC,AT,"14",56458021927836624MT,URN12913591,"17067462","207357388","12912328","13744","2516904",01/01/1920,"1",PD, 
"186","16932918","6600",ABC,AT,"14",67089004929103468MT,67089019929103369MT,"17067245","12874437","12873437","13687","2513901",01/01/1920,"1",PD, 
"187","16932920","6600",ABC,AT,"13",66869593930413641MT,66869678930413694MT,"17067248","12874437","12873437","13687","2502805",01/01/1920,"1",PD, 
"188","16932921","6600",ABC,AT,"13",54738300920111348MT,54738227920111417MT,"17067254", ,"12873443","13691","2509602",01/01/1920,"1",PD, 
"189","16932922","6600",ABC,DS,"13",54641906923212871MT,54641879923212774MT,"17067275","207357388","12873431","13695","2503704",01/01/1920,"1",PD, 
